hotel_id,city,name,address,postalcode
548,Eau Claire,Best Western Plus Eau Claire Conference Center,3340 Mondovi Rd,54701
549,Edgartown,Harborside Inn,3 S Water St,2539
550,Edgewater,Best Western-edgewater Inn,1730 S Ridgewood Ave,32132
551,Edison,Hilton Garden Inn Edison/Raritan Center,50 Raritan Center Pkwy,8837
552,Edison,Quality Inn,21 Cortlandt St,8837
553,Edmond,Home2 Suites by Hilton Edmond,321 Meline Dr,73034
554,El Cajon,Best Western Continental Inn,650 N Mollison Ave,92021-5618
555,El Centro,Super 8-el Centro,1575 Ocotillo Dr,92243
556,El Paso,Best Western Sunland Park Inn,1045 Sunland Park Dr,79922
557,El Paso,Comfort Suites,949 Sunland Park Dr,79922
558,El Paso,Quality Inn Suites Airport,6099 Montana Ave,79925
559,El Paso,Staybridge Suites El Paso Airport Area,6680 Gateway Blvd E,79915
560,El Segundo,Travelodge-lax South,1804 E Sycamore Ave,90245
561,Elgin,Comfort Suites-elgin,2480 Bushwood Dr,60124
562,Elizabeth,Hampton Inn Newark-Airport,1128 Spring St,7201
563,Elk City,Motel 6 Jaiden & Jiya LLC,2604 E Highway 66,73644
564,Elk Grove Village,Days Inn Elk Grove Village/chicago/ohare Airport West,1920 E Higgins Rd,60007
565,Elk Grove Village,Wyndham Garden Elk Grove Village/o'hare,2550 Landmeier Rd,60007
566,Elkhart,Fairway Inn,115 Northpointe Blvd,46514
567,Elkhorn,Hampton Inn-elkhorn,40 W Hidden Trl,53121
568,Elkins,Hampton Inn Elkins,480 Plantation Dr,26241
569,Elko,American Inn,500 W Oak St,89801
570,Elko,Thunderbird Motel,345 Idaho St,89801
571,Elkridge,Comfort Suites Columbia Gateway,7146 Old Waterloo Rd,21075
572,Elkton,Motel 6,223 Belle Hill Rd,21921
573,Ellendale,Prairie Winds Motel,70 5th St N,58436
574,Ellis,Days Inn-ellis,205 Washington St,67637
575,Elsah,The Green Tree Inn,15 Mill St,62028
576,Emerald Isle,Bogue Inlet Motel,120 Bogue Inlet Dr,28594
577,Emmetsburg,Americas Best Value Inn Suburban Motel,3635 450th Ave,50536
578,Enterprise,The Wilderness Inn,301 W North St,97828
579,Erie,Avalon Hotel & Conference Center,16 W 10th St,16501
580,Erie,Hampton Inn Erie-South,8050 Old Oliver Rd,16509
581,Erie,"Home2 Suites by Hilton Erie, PA",8035 Oliver Rd,16509
582,Erie,Quality Inn Suites Conference Center,8040 Perry Hwy,16509
583,Erie,Wingate By Wyndham Erie,8060 Old Oliver Rd,16509
584,Erlanger,Residence Inn Cincinnati Airport,2811 Circleport Dr,41018-1082
585,Escalante,Circle D Motel,475 W Main St,84726-7700
586,Escanaba,Econo Lodge,921 N Lincoln Rd,49829
587,Estes Park,Deer Crest Resort,1200 Fall River Rd,80517
588,Estes Park,Timber Creek Chalets,2115 Fall River Rd,80517
589,Eugene,Inn At The 5th,205 E 6th Ave,97401
590,Eureka,Americas Best Value Inn & Suites-eureka,129 4th St,95501
591,Eureka,Holiday Inn Express & Suites Eureka,815 W Wabash Ave,95501
592,Eureka Springs,Econo Lodge,2015 E Van Buren,72632
593,Eureka Springs,The Joy Motel,216 W Van Buren,72632
594,Evans,Americas Best Value Inn - Greeley/Evans,800 31st St,80620
595,Evansville,Comfort Inn Evansville-Casper,269 Miracle Rd,82636
596,Evansville,Le Merigot At Tropicana,615 NW Riverside Dr,47708
597,Evansville,Quality Inn East,5006 E Morgan Ave,47715
598,Everett,Hampton Inn-seattle/everett,2931 W Marine View Dr,98201
599,Exmore,"Holiday Inn Express and Suites Exmore, Eastern Shore",3446 Lankford Hwy,23350
600,Fairbanks,Golden North Motel,4888 Old Airport Rd,99709
601,Fairfax,Extended Stay America Washington D.C. - Fairfax,3997 Fair Ridge Dr,22033
602,Fairfax,Hampton Inn-fairfax City,10860 Fairfax Blvd,22030
603,Fairfield,Best Western Cordelia Inn,4373 Central Pl,94534
604,Fairhaven,Hampton Inn New Bedford/Fairhaven,1 Hampton Way,2719
605,Fairview Heights,"Super 8 Fairview Heights, St. Louis",45 Ludwig Dr,62208
606,Falmouth,The Captain's Manor Inn,27 W Main St,2540
607,Fargo,The Fargo Inn Suites,1025 38th St S,58103
608,Faribault,Days Inn Faribault,1920 Cardinal Ln,55021
609,Farmington,Holiday Inn Express and Suites,2110 Bloomfield Blvd,87401
610,Fayetteville,Days Inn Fayetteville,523 S Shiloh Dr,72704
611,Fayetteville,Hilton Garden Inn Fayetteville,1325 N Palak Dr,72704
612,Fayetteville,Sleep Inn,1915 Cedar Creek Rd,28312
613,Federal Way,Courtyard Seattle Federal Way,31910 Gateway Center Blvd S,98003
614,Federal Way,Hampton Inn & Suites Seattle/federal Way,31720 Gateway Center Blvd S,98003
615,Fenton,Drury Inn & Suites St Louis Fenton,1088 S Highway Dr,63026
616,Findlay,Econo Lodge,316 Emma St,45840
617,Fishersville,Hampton Inn Waynesboro/Stuarts Draft,15 Four Square Ln,22939
618,Flagstaff,Arizona Mountain Inn & Cabins,4200 Lake Mary Rd,86005
619,Flagstaff,Comfort Inn Lucky Lane,2480 E Lucky Ln,86004
620,Flagstaff,Ramada Flagstaff East,2350 E Lucky Ln,86004
621,Flagstaff,Rodeway Inn Suites,2285 E Butler Ave,86004
622,Flagstaff,Sonesta ES Suites Flagstaff,1400 N Country Club Dr,86004
623,Flagstaff,Western Hills Motel,1580 E Route 66,86001
624,Flint,Red Roof Inn Flint-bishop Airport,G3219 Miller Rd,48507
625,Florence,Best Western Inn,1808 W Lucas St,29501
626,Florence,Best Western Inn Florence,7821 Commerce Dr,41042
627,Florence,Holiday Inn Express & Suites Florence I-95 & I-20 Civic Ctr,3440 W Radio Dr,29501
628,Florence,Home2 Suites by Hilton Florence Cincinnati Airport South,7570 Woodspoint Dr,41042
629,Florence,Ocean Breeze Motel,85165 Highway 101,97439
630,Folly Beach,Holliday inn Folly Beach,116 W. Ashley Ave,29439
631,Fond du Lac,Holiday Inn Express & Suites Fond Du Lac,55 Holiday Ln,54937
632,Fontana,Comfort Inn,13500 Baseline Ave,92336
633,Forest Grove,Best Western University Inn & Suites,3933 Pacific Ave,97116
634,Forney,Super 8 Forney,103 W Us Highway 80,75126
635,Forsyth,Residence Inn Decatur Forsyth,230 Lucile Ave,62535
636,Fort Collins,The Armstrong Hotel,259 S College Ave,80524
637,Fort Covington,Great View Motel,2233 State Route 37,12937
638,Fort Davis,Indian Lodge,Hwy 118,79734
639,Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,1221 W State Road 84,33315
640,Fort Lauderdale,Candlewood Suites Ft. Lauderdale Airport/Cruise,1120 W State Road 84,33315
641,Fort Morgan,Comfort Inn,1417 Barlow Rd,80701
642,Fort Myers,Hampton Inn Suites Fort Myers-Colonial Blvd.,4350 Executive Cir,33916
643,Fort Myers,Suburban Extended Stay Hotel,10150 Metro Pkwy,33966
644,Fort Walton Beach,Holiday Inn Resort Fort Walton Beach,1299 Miracle Strip Pkwy SE,32548
645,Fort Wayne,Best Western Plus Fort Wayne Inn Suites North,5926 Cross Creek Blvd,46818
646,Fort Wayne,Comfort Suites,5775 Coventry Ln,46804
647,Fort Wayne,Days Inn Fort Wayne,1161 W Washington Center Rd,46825
648,Fort Worth,Extended Stay America Fort Worth - Southwest,4701 Citylake Blvd W,76132
649,Fort Worth,Holiday Inn Express Suites Fort Worth Downtown,1111 W Lancaster Ave,76102
650,Fort Worth,Residence Inn Fort Worth Cultural District,2500 Museum Way,76107
651,Fostoria,Best Western Fostoria Inn Suites,1690 N Countyline St,44830
652,Franconia,Cannon Mountain View Motel,729 Main St,03580-4807
653,Frankenmuth,Holiday Inn Express & Suites Frankenmuth,926 S Main St,48734
654,Franklin,Drury Plaza Hotel Nashville Franklin,1874 W Mcewen Dr,37067
655,Franklin,Thompson's Motel Inc,Junction Of 33 And US 220,26807
656,Fredericksburg,Hangar Hotel,155 Airport Rd,78624
657,Freehold,Radisson Hotel Freehold,50 Gibson Pl,07728-2514
658,Freeport,Super 8 Freeport,1551 S Sleezer Home Rd,61032
659,Freeport,Town House Motel,1156 W Galena Ave,61032
660,Freer,Budget Inn Suites,512 E Riley St,78357
661,Fremont,Hampton Inn & Suites Fremont,540 E County Road 89,43420
662,Fresno,Holiday Inn Express & Suites Fresno (River Park) Hwy 41,7115 N Howard St,93720
663,Fresno,Red Roof Inn Fresno - Yosemite Gateway,4141 N Blackstone Ave,93726
664,Friday Harbor,Friday Harbor Suites,680 Spring St,98250
665,Frisco,Snowshoe Motel,521 W Main St,80443
666,Frisco,Wingate by Wyndham Frisco,14700 State Highway 121,75035
667,Fruitland,Hampton Inn & Suites Salisbury Fruitland,304 Prosperity Ln,21826
668,Fullerton,Carroll House,19 N Monroe St,58441
669,Fullerton,Grand Inn,1000 S Euclid St,92832
670,Gaffney,Sleep Inn,834 Windslow Ave,29341
671,Gainesville,Courtyard Gainesville,3700 SW 42nd St,32608
672,Gainesville,Home2 Suites By Hilton Gainesville,2115 Sw 13th St,32608
673,Gainesville,Rodeway Inn,3459 SW Williston Rd,32608
674,Galax,Hampton Inn Galax,205 Cranberry Rd,24333
675,Galena,Best Western Designer Inn & Suites,9923 W US Route 20,61036
676,Garden Grove,Hilton Garden Inn Anaheim-Garden Grove,11777 Harbor Blvd,92840
677,Gardena,Travelodge Inn And Suites Gardena CA,1390 W 186th St,90248
678,Gardner,The Colonial Hotel,625 Betty Spring Rd,1440
679,Gatlinburg,Best Western Twin Islands,539 Parkway,37738
680,Gatlinburg,Chalet Inn,516 Sunset Dr,37738
681,Gatlinburg,Jack Huff's,204 Cherokee Orchard Rd,37738
682,Gillette,Days Inn Gillette,910 E Boxelder Rd,82718
683,Gladstone,Holiday Inn Express Portland Se - Clackamas Area,75 82nd Dr,97027
684,Glen Burnie,Days Inn Baltimore South/Glen Burnie,6600 Ritchie Hwy,21061
685,Glendale,Chariot Inn,1118 E Colorado St,91205
686,Glenview,Best Western Plus Glenview-Chicagoland Inn Suites,4514 W Lake Ave,60026
687,Gloucester,Atlantis Oceanfront Inn,125 Atlantic Rd,1930
688,Gloucester,Hampton Inn Gloucester,6638 Forest Hill Ave,23061
689,Gloucester,The Sea Lion Motel,138 Eastern Ave,1930
690,Golden,Table Mountain Inn,1310 Washington Ave,80401
691,Goldendale,Ponderosa Motel,775 E Broadway St,98620
692,Goodlettsville,Baymont Inn & Suites Goodlettsville,100 Northcreek Blvd,37072
693,Goodlettsville,Fairwinds Inn,100 Northcreek Blvd,37072
694,Goodlettsville,Magnuson Hotel Nashville North,809 Wren Rd,37072
695,Granbury,Best Western Granbury Inn Suites,1517 Plaza Dr,76048
696,Granby,Granby Motel,5 W State St,1033
697,Grand Coulee,Grand Coulee Center Lodge,404 Spokane Way,99133
698,Grand Forks,Budget Inn Express-grand Forks,3400 Gateway Dr,58203
699,Grand Forks,"My Place Hotel-Grand Forks, ND",1315 S 42nd St,58201
700,Grand Haven,Best Western Beacon Inn,1525 S Beacon Blvd,49417
701,Grand Haven,Bluewater Inn And Suites,1030 S Harbor Dr,49417
702,Grand Island,Americas Best Value Inn Suites Grand Island,3021 S Locust St,68801
703,Grand Island,Best Western Plus Grand Island Inn Suites,2707 S Locust St,68801
704,Grand Junction,Americas Best Value Inn Grand Junction,754 Horizon Dr,81506
705,Grand Junction,Prospector Motel,547 Highway 50,81503
706,Grand Lake,Americas Best Value Inn Bighorn Lodge,613 Grand Avenue,80447
707,Grand Prairie,Best Western Plus Arlington North Hotel Suites,2075 N State Highway 360,75050
708,Grand Prairie,La Quinta Inn & Suites Dallas Grand Prairie South,2131 W Interstate 20,75052
709,Grand Prairie,Neal's Court,1802 W Main St,75050
710,Grand Rapids,Best Western Executive Inn Suites,2725 Buchanan Ave SW,49548
711,Grand Rapids,Hampton Inn & Suites Grand Rapids Downtown,433 Dudley Pl Ne,49503
712,Grand Rapids,Motel 6 Grand Rapids - Airport,4855 28th St SE,49512
713,Grants Pass,Motel Del Rogue,2600 Rogue River Hwy,97527
714,Grants Pass,Riverside Inn,986 Sw 6th St,97526
715,Grants Pass,Wild River Inn,110 NE Morgan Ln,97526
716,Great Falls,Fairfield Inn Great Falls,1000 9th Ave S,59405
717,Greeley,Days Inn Greeley,5630 W 10th St,80634
718,Greenville,Aloft Greenville Downtown,5 N Laurens St,29601
719,Greenville,Econo Lodge Inn Suites,20 Interstate Ct,29615
720,Greenville,Holiday Inn Express & Suites Greenville,2901 Mustang Xing,75402
721,Greenville,Home2 Suites By Hilton Greenville Airport,20 Beacon Dr,29615
722,Greenville,"The Westin Poinsett, Greenville",120 S Main St,29601
723,Greenville Junction,Chalet Moosehead Lakefront Motel,12 N Birch St,4442
724,Gretna,Econo Lodge,100 Westbank Expy,70053
725,Greybull,Greybull Motel,300 N 6th St,82426
726,Greybull,Wheels Motel,1324 N 6th St,82426
727,Grove City,Best Western Executive Inn,4026 Jackpot Rd,43123
728,Grove City,Hilton Garden Inn Columbus/Grove City,3928 Jackpot Rd,43123
729,Guerneville,Guerneville Lodge,15905 River Rd,95446
730,Guilford,Red Roof Plus+& Suites Guilford,2300 Boston Post Rd,6437
731,Hackettstown,Quality Inn,1925 State Route 57,7840
732,Hadley,Comfort Inn,237 Russell St,1035
733,Hall,Boulder Creek Lodge Montana,4 Boulder Creek Rd,59837
734,Hampton,Best Western Hampton Coliseum Inn,1916 Coliseum Dr,23666
735,Hampton,Blue Jay Motel,186 Ashworth Ave,3842
736,Hampton,Dolphyn Motel,48 Ashworth Ave,3842
737,Hampton,Extended Stay America Hampton - Coliseum,1915 Commerce Dr,23666
738,Hampton,Hampton Inn Hampton-Newport News,3101 Coliseum Dr,23666
739,Hampton,Hilton Garden Inn Hampton Coliseum Central,1999 Power Plant Pkwy,23666
740,Hampton,Red Roof Inn Hampton Coliseum Convention Center,1925 Coliseum Dr,23666
741,Hanover,Aloft Arundel Mills,7520 Teague Rd,21076
742,Hanover,Holiday Inn Express Baltimore-Bwi Airport West,7481 Ridge Rd,21076
743,Hanover,Ramada BWI Airport/Arundel Mills,7253 Parkway Dr,21076
744,Hanover,Six South St Hotel,6 South St,3755
745,Hardeeville,Red Roof Inn Hardeeville,1122 Hummingbird Ln,29927
746,Harker Heights,Best Western Harker Heights,511 Pan American Dr,76548
747,Harrisburg,Best Western Premier The Central Hotel & Conference Center,800 E Park Dr,17111
748,Harrisburg,Courtyard Harrisburg Hershey,725 Eisenhower Blvd,17111
749,Harrisburg,Hilton Garden Inn Harrisburg East,3943 Tecport Dr,17111
750,Harrisburg,Holiday Inn Express Harrisburg East,4021 Union Deposit Rd,17109
751,Harrison,Element Harrison - Newark,399 Somerset St,7029
752,Harrisville,Quality Inn,137 Gibb Rd,16038
753,Hartsville,Hartsville Motel,806 N 5th St,29550
754,Hartwell,Quality Inn,1091 E Franklin St,30643
755,Haverhill,Best Western Merrimack Valley,401 Lowell Ave,1832
756,Hawthorne,Ramada Plaza Hawthorne/LAX,5250 W El Segundo Blvd,90250
757,Hawthorne,SpringHill Suites Los Angeles LAX/Manhattan Beach,14620 Aviation Blvd,90250
758,Hays,Econo Lodge,3503 Vine St,67601
759,Heber,Best Western Sawmill Inn,1877 Highway 260,85928
760,Helen,Alpine River Suites,892 Edelweiss Strasse,30545
761,Helena,Fairfield Inn Helena,2150 11th Ave,59601
762,Helena,Holiday Inn Express & Suites Helena,3170 N Sanders St,59602
763,Henderson,Courtyard Las Vegas Henderson/Green Valley,2800 N Green Valley Pkwy,89014
764,Henderson,Economy Inn Suites,2030 US Highway 41 N,42420
765,Henderson,Fiesta Henderson Hotel & Casino,777 W Lake Mead Pkwy,89015
766,Henrietta,Microtel Inn by Wyndham Henrietta/Rochester,905 Lehigh Station Rd,14467-9374
767,Herkimer,Budget Inn Motel,715 Mohawk St,13350-2205
768,Hermann,Lydia Johnson Inn,204 Market St,65041
769,Herndon,The Westin Washington Dulles Airport,2520 Wasser Ter,20171
770,Heyburn,Top's Motel,310 S Highway 24,83336
771,Hialeah,Ramada Hialeah Miami Airport,1950 W 49th St,33012
772,Highlands,The Park On Main Hotel,205 Main St,28741
773,Hilliard,Best Western Hilliard Inn Suites,3831 Park Mill Run Dr,43026
774,Hilo,Pakalana Inn,132 Punahoa St,96720
775,Hilton Head Island,Hampton Inn Hilton Head,1 Dillon Rd,29926
776,Holland,Baymont Inn & Suites-holland,680 E 24th St,49423
777,Holland,Econo Lodge,1201 E Mall Dr,43528
778,Hollywood,Bougainvillea On The Beach,2813 N Surf Rd,33019
779,Hollywood,Caribbean Resort By The Ocean,313 Hayes St,33019
780,Hollywood,Enchanted Isle Resort,1601 S Surf Rd,33019
781,Hollywood,Holiday Inn Ft. Lauderdale-Airport,2905 Sheridan St,33020
782,Hollywood,Neptune Hollywood Beach Hotel,310 Mckinley St,33019
783,Hollywood,Ocean Drive Villas,1701 N Ocean Dr,33019
784,Hollywood,Pousada Suites,2901 N Ocean Dr,33019
785,Hollywood,Quality Inn & Suites Airport/Cruise Port South,2520 Stirling Rd,33020
786,Hollywood,Walkabout Beach Resort,2500 N Surf Rd,33019
787,Hollywood,Wingate By Wyndham-Miramar,2800 SW 149th Ave,33027
788,Homosassa,MacRae's Of Homosassa Inc,5300 S Cherokee Way,34448
789,Honolulu,Aqua Waikiki Pearl,415 Nahua St,96815
790,Honolulu,Coconut Waikiki Hotel,450 Lewers St,96815
791,Honolulu,Hotel Renew,129 Paoakalani Avenue,96815
792,Honolulu,The Kahala Hotel & Resort,5000 Kahala Avenue,96816
793,Hope,Best Western Of Hope,1800 Holiday Dr,71801
794,Horn Lake,Best Western Plus Goodman Inn & Suites,6910 Windchase Dr,38637
795,Horse Cave,Hampton Inn Horse Cave,750 Flint Ridge Rd,42749
796,Horseheads,Hampton Inn-elmira/horseheads,51 Arnot Rd,14845
797,Houma,Mainstay Suites,1650 Grand Caillou Rd,70363
798,Houston,Aloft Houston by the Galleria,5415 Westheimer Rd,77056
799,Houston,Club Quarters Hotel in Houston,720 Fannin St,77002
800,Houston,Courtyard Houston Hobby Airport,9190 Gulf Fwy,77017
801,Houston,Courtyard by Marriott Houston Brookhollow,2504 North Loop W,77092
802,Houston,Lobby Bar,1600 Lamar St,77010
803,Houston,Wyndham Houston - Medical Center Hotel and Suites,6800 Main St,77030
804,Hudson,Hampton Inn Suites Hudson,2610 Pearson Dr,54016
805,Hudson,Quality Inn,811 Dominion Dr,54016
806,Hugoton,Best Western Plus Stevens County Inn,1004 E 11th St,67951
807,Huntingdon,The Inn at Solvang,10611 Standing Stone Rd,16652
808,Huntington Beach,Pasea Hotel & Spa,21080 Pacific Coast Hwy,92648
809,Hyattsville,Metro Points Hotel-Washington North,8500 Annapolis Rd,20784
810,Idaho Falls,Comfort Inn,195 S Colorado Ave,83402
811,Idaho Falls,Sleep Inn Suites,3200 Outlet Blvd,83402
812,Independence,Appletree Inn,201 N 8th St,67301
813,Independence,Best Western Plus Independence Inn & Suites,2100 Swan Lake Blvd,50644
814,Independence,Comfort Suites-independence,19751 E Valley View Pkwy,64057
815,Indian River,Brentwood Lodging,4778 S Straits Hwy,49749
816,Indiana,Brown Hotel,103 N 6th St,15701
817,Indiana,Four Flags Inn,1411 Wayne Ave,15701
818,Indianapolis,Courtyard Indianapolis Castleton,8670 Allisonville Rd,46250
819,Indianapolis,Drury Plaza Hotel Indianapolis Carmel,9625 N Meridian St,46290
820,Indianapolis,Fairfield Inn & Suites Indianapolis Downtown,501 W Washington St,46204
821,Indianapolis,Hampton Inn Suites Indianapolis-Keystone,8980 River Crossing Blvd,46240
822,Indianapolis,Staybridge Suites Indianapolis-Carmel,10675 N Pennsylvania St,46280
823,Indianola,Apple Tree Inn,1215 N Jefferson Way,50125
824,Indianola,Hampton Inn Indianola,913 Highway 82 W,38751
825,Indio,Super 8 Indio,81753 Us Highway 111,92201
826,Inglewood,Diamond Inn,3735 W Imperial Hwy,90303
827,International Falls,Hilltop Motel,2002 2nd Ave,56649
828,Iraan,Mesa View Inn,9289 Alley Oop Ln,79744
829,Ironwood,Americas Best Value Inn,160 E Cloverland Dr,49938
830,Ironwood,Indianhead Motel,823 E Cloverland Dr,49938
831,Irving,Hyatt Place Dallas/Las Colinas,5455 Green Park Dr,75038
832,Isle of Palms,Seaside Inn,1004 Ocean Blvd,29451
833,Ithaca,"Country Inn & Suites By Carlson, Ithaca, NY",1100 Danby Rd,14850
834,Ithaca,Hilton Garden Inn Ithaca,130 E Seneca St,14850
835,Jackson,Comfort Suites,61 Casey Jones Ln,38305
836,Jackson,Days Inn Jackson,972 E Main St,45640
837,Jackson,"Drury Inn Suites Jackson, MO",225 Drury Ln,63755
838,Jackson,Hampton Inn & Suites Jackson,150 Campbell Oaks Dr,38305
839,Jackson,Scottish Inn,2295 N Highland Ave,38305-4922
840,Jacksonville,Aloft Jacksonville Tapestry Park,4812 Deer Lake Dr W,32246
841,Jacksonville,Econo Lodge,1181 Airport Rd,32218
842,Jacksonville,Economy Inn,601 N Marine Blvd,28540
843,Jacksonville,Four Points by Sheraton Jacksonville Baymeadows,8520 Baymeadows Rd,32256
844,Jacksonville,Hilton Garden Inn Jacksonville Downtown Southbank,1201 Kings Ave,32207
845,Jacksonville,Residence Inn Jacksonville Butler Boulevard,10551 Deerwood Park Blvd,32256
846,Jamaica,Days Inn-jfk Airport,14426 153rd Ct,11434
847,Jamaica,Lexington Inn At Jfk Airport,13805 Jamaica Ave,11435
848,Jane Lew,Plantation Inn & Suites,1322 Hackers Creek Rd,26378
849,Janesville,Hampton Inn-janesville,2400 Fulton St,53546
850,Jefferson City,Quality Inn & Suites Jefferson City,1716 Jefferson St,65109
851,Johnson City,Comfort Suites,3118 Browns Mill Rd,37604
852,Johnson City,Econo Lodge Inn Suites,207 E Mountcastle Dr,37601
853,Joliet,Wingate by Wyndham - Joliet,101 McDonald Ave,60431
854,Jonesboro,Hilton Garden Inn Jonesboro,2840 S Caraway Rd,72401
855,Jonesboro,Park Place Inn,1421 S Caraway Rd,72401
856,Jonesville,Americas Best Value Inn Jonesville,5702 Us Highway 21,28642
857,Juneau,Best Western Grandma's Feather Bed,2358 Mendenhall Loop Rd,99801
858,Jupiter,Best Western Intracoastal Inn,810 S US Highway 1,33477
859,Kaktovik,Waldo Arms Hotel,6011 Lake Rd,99747
860,Kalamazoo,Comfort Inn,739 W Michigan Ave,49007
861,Kalispell,Kalispell Grand Hotel,100 Main St,59901
862,Kankakee,Hilton Garden Inn Kankakee,455 Riverstone Pkwy,60901
863,Kansas City,Comfort Suites Kansas City-Liberty,8200 N Church Rd,64158
864,Kansas City,Hampton Inn Suites Kansas City-Country Club Plaza,4600 Summit St,64112
865,Kansas City,Hotel Phillips,106 W 12th St,64105
866,Kansas City,Sheraton Kansas City Hotel at Crown Center,2345 McGee St,64108
867,Katy,Best Western Premier Energy Corridor,1549 Westborough Dr,77449
868,Kearney,Best Western Plus Mid Nebraska Inn & Suites,224 2nd Ave S,68847
869,Kelleys Island,Kelleys Island Venture Resort,441 W Lakeshore Dr,43438
870,Kenai,Alicia's Eagle Rock Lodge,5679 Kenai Spur Hwy,99611
871,Kenedy,Fieldhouse Inn,301 Young St,78119
872,Kennesaw,Best Western Kennesaw Inn,3375 Busbee Dr NW,30144
873,Kenyon,Schweich's Hotel Bar & Restaurant,632 2nd St,55946
874,Key Biscayne,Silver Sands Beach Resort,301 Ocean Dr,33149
875,Key West,Fairfield Inn & Suites by Marriott Key West at The Keys Collection,3852 N Roosevelt Blvd,33040-4535
876,Key West,"The Saint Hotel Key West, Autograph Collection",417 Eaton St,33040-6511
877,Killdeer,Mountain View Hotel,15 Mountain View St,58640
878,Killington,North Star Lodge,78 Weathervane Dr,5751
879,Killington,The Mountain Inn,47 Old Mill Rd,5751
880,Kimberling City,Kimberling Oaks Resort,31 Holiday Dr,65686
881,Kimberling City,Schooner Creek Resort,27 Schooner Creek Rd,65686
882,King of Prussia,Best Western Plus The Inn at King of Prussia,127 S Gulph Rd,19406
883,King of Prussia,Radisson Hotel Valley Forge,1160 First Ave,19406
884,Kingman,Ramada-kingman,3100 E Andy Devine Ave,86401
885,Kings Beach,Ferrari's Crown Resort,8200 N Lake Blvd,96143
886,Kings Mountain,Quality Inn,722 York Rd,28086
887,Kingsland,Comfort Suites Kings Bay Naval Base Area,1322 Hospitality Ave,31548
888,Kingsland,Hampton Inn Kingsland,102 Reddick Rd,31548
889,Kingsport,Comfort Inn South,4624 Fairlane Dr,37663
890,Kiowa,Kiowa Motel,802 S 4th St,67070
891,Kissimmee,Baymont Inn & Suites Celebration,7601 Black Lake Rd,34747
892,Kissimmee,Baymont Inn & Suites Kissimmee,4156 W Vine St,34741
893,Kissimmee,Clarion Resort Waterpark,2261 E Irlo Bronson Memorial Hwy,34744
894,Kissimmee,High Point World Resort,2951 High Point Blvd,34747
895,Kissimmee,Quality Inn and Suites By The Parks,2945 Entry Point Boulevard,34747
896,Kittery,Litson Villas,127 State Rd,3904
897,Klamath Falls,Golden West Motel,6402 S 6th St,97603
898,Knoxville,Comfort Suites,811 N Campbell Station Rd,37932
899,Knoxville,Hampton Inn Suites Knoxville Papermill Drive,601 N Weisgarber Rd,37919
900,Knoxville,Inn Of Knoxville,1500 N Cherry St,37917
901,Knoxville,Travelodge Knoxville West,6200 Papermill Dr,37919
902,Koloa,Grand Hyatt Kauai Resort & Spa,1571 Poipu Rd,96756
903,Koloa,Koloa Landing Resort,2641 Poipu Rd,96756
904,Kīhei,Days Inn Maui Oceanfront,2980 S Kihei Rd,96753
905,La Conner,La Conner Country Inn,107 S Second St,98257
906,La Jolla,Grande Colonial La Jolla,910 Prospect Street,92037-4198
907,La Jolla,Hotel La Jolla,7955 La Jolla Shores Dr,92037
908,LaGrange,Quality Inn,110 Jameson Dr,30241
909,LaGrange,Wingate by Wyndham LaGrange-Callaway,103 Wingate Ter,30241
910,Lafayette,Bendel Executive Suites,213 Bendel Rd,70503
911,Lafayette,Best Western Plus Vermilion River Suites Hotel,125 E Kaliste Saloom Rd,70508
912,Lafayette,Comfort Suites,31 Frontage Rd,47905
913,Lafayette,Courtyard by Marriott Lafayette,150 Fairington Ave,47905
914,Lafayette,Hampton Inn Lafayette,3941 South St,47905
915,Lafayette,Motel 6 Lafayette - University Ave,1605 N University Ave,70506
916,Lafayette,SpringHill Suites Lafayette South at River Ranch,321 Settlers Trace Blvd,70508
917,Lafayette,Wyndham Garden Lafayette,1801 W Pinhook Rd,70508
918,Laguna Beach,Hotel Laguna,425 S Coast Hwy,92651
919,Lahaina,Best Western Pioneer Inn,658 Wharf St,96761
920,Lahaina,Honua Kai Resort Spa,130 Kai Malina Pkwy,96761
921,Lake Charles,Inn On The Bayou,1101 W Prien Lake Rd,70601
922,Lake Charles,"Motel 6 Lake Charles, LA",921 N Martin Luther King Hwy,70601
923,Lake Charles,Wingate by Wyndham Lake Charles Casino Area,1731 W Prien Lake Rd,70601
924,Lake Elsinore,Best Western Plus Lake Elsinore Inn & Suites,31781 Casino Dr,92530
925,Lake Elsinore,Quality Inn,31808 Casino Dr,92530
926,Orange County,Candlewood Suites Orange County/Irvine East,3 S Pointe Dr,92630
927,Lake George,Park Lane Motel,378 Canada St,12845
928,Lake Mary,Hampton Inn Suites Lake Mary At Colonial Townpark,850 Village Oak Ln,32746
929,Lake Placid,Best Western Adirondack Inn,2625 Main St,12946
930,Lake Placid,Holiday Inn Express & Suites Lake Placid,608 S Lakeview Rd,33852
931,Lakeland,Holiday Inn Express & Suites Lakeland North - I-4,4500 Lakeland Park Dr,33809
932,Lakeland,Suburban Extended Stay,4335 Williamstown Blvd,33810
933,Lakeview,Best Western Skyline Motor Lodge,414 N G St,97630
934,Lancaster,Homewood Suites By Hilton Lancaster,2320 Double Play Way,93536
935,Lanesboro,Marquee Suites,204 Parkway Ave N,55949
